,item,condition,attraction,violation,model,model_type,model_arch,surp,target_attn,dist_attn,attn_entropy
133,17,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,13.187324523925781,0.16473652,0.18790731,1.8943156
134,17,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.333189010620117,0.15244468,0.20051405,1.8947473
135,17,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.021425247192383,0.14842553,0.23439361,1.8739209
136,18,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,13.065242767333984,0.18416157,0.17431647,1.8938131
137,18,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.192553520202637,0.19300562,0.16864823,1.8841565
138,18,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,14.0623140335083,0.14257239,0.15177539,1.8338199
139,18,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,15.044207572937012,0.15309203,0.14909999,1.8653831
140,18,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,13.592259407043457,0.14130935,0.16250461,1.9136337
141,18,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.741083145141602,0.14442235,0.17039949,1.8970225
142,18,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,13.043149948120117,0.13674974,0.1705719,1.9128244
143,18,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.502838134765625,0.14176045,0.19123405,1.8905247
144,19,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,16.600866317749023,0.14306791,0.16918992,1.8985807
145,19,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,15.267457962036133,0.13621032,0.20337707,1.8558731
